id,ABSTRACT,Computer Science,Mathematics,Physics,Statistics
15448,"considering hidden markov models one of a most popular estimates of a hidden chain was a viterbi path -- a path maximising a posterior probability. we consider the more general setting, called a pairwise markov model, where a joint process consisting of finite-state hidden regime and observation process was assumed to be the markov chain. we prove that under some conditions it was possible to extend a viterbi path to infinity considering almost every observation sequence which inside turn enables to define an infinite viterbi decoding of a observation process, called a viterbi process. this was done by constructing the block of observations, called the barrier, which ensures that a viterbi path goes trough the given state whenever this block occurs inside a observation sequence.",0,1,0,1
16002,"we consider a problem of repeatedly solving the variant of a same dynamic programming problem inside successive trials. an instance of a type of problems we consider was to find the good binary search tree inside the changing environment.at a beginning of each trial, a learner probabilistically chooses the tree with a $n$ keys at a internal nodes and a $n+1$ gaps between keys at a leaves. a learner was then told a frequencies of a keys and gaps and was charged by a average search cost considering a chosen tree. a problem was online because a frequencies should change between trials. a goal was to develop algorithms with a property that their total average search cost (loss) inside all trials was close to a total loss of a best tree chosen inside hindsight considering all trials. a challenge, of course, was that a algorithm has to deal with exponential number of trees. we develop the general methodology considering tackling such problems considering the wide class of dynamic programming algorithms. our framework allows us to extend online learning algorithms like hedge and component hedge to the significantly wider class of combinatorial objects than is possible before.",1,0,0,0
17208,"we introduce the hybrid metaphor considering a visualization of a reconciliations of co-phylogenetic trees, that are mappings among a nodes of two trees. a typical application was a visualization of a co-evolution of hosts and parasites inside biology. our strategy combines the space-filling and the node-link approach. differently from traditional methods, it guarantees an unambiguous and `downward' representation whenever a reconciliation was time-consistent (i.e., meaningful). we address a problem of a minimization of a number of crossings inside a representation, by giving the characterization of planar instances and by establishing a complexity of a problem. finally, we propose heuristics considering computing representations with few crossings.",1,0,0,0
1792,"inside this paper we present solutions to three short comings of smoothed particles hydrodynamics (sph) encountered inside previous work when applying it to giant impacts. first we introduce the novel method to obtain accurate sph representations of the planet's equilibrium initial conditions based on equal area tessellations of a sphere. this allows one to imprint an arbitrary density and internal energy profile with very low noise which substantially reduces computation because these models require no relaxation prior to use. as the consequence one should significantly increase a resolution and more flexibly change a initial bodies to explore larger parts of a impact parameter space inside simulations. a second issue addressed was a proper treatment of a matter/vacuum boundary at the planet's surface with the modified sph density estimator that properly calculates a density stabilizing a models and avoiding an artificially low density atmosphere prior to impact. further we present the novel sph scheme that simultaneously conserves both energy and entropy considering an arbitrary equation of state. this prevents loss of entropy during a simulation and further assures that a material does not evolve into unphysical states. application of these modifications to impact simulations considering different resolutions up to $6.4 \cdot 10^6$ particles show the general agreement with prior result. however, we observe resolution dependent differences inside a evolution and composition of post collision ejecta. this strongly suggests that a use of more sophisticated equations of state also demands the large number of particles inside such simulations.",0,0,1,0
15168,"statistical inference should be computationally prohibitive inside ultrahigh-dimensional linear models. correlation-based variable screening, inside which one leverages marginal correlations considering removal of irrelevant variables from a model prior to statistical inference, should be used to overcome this challenge. prior works on correlation-based variable screening either impose strong statistical priors on a linear model or assume specific post-screening inference methods. this paper first extends a analysis of correlation-based variable screening to arbitrary linear models and post-screening inference techniques. inside particular, ($i$) it shows that the condition---termed a screening condition---is sufficient considering successful correlation-based screening of linear models, and ($ii$) it provides insights into a dependence of marginal correlation-based screening on different problem parameters. numerical experiments confirm that these insights are not mere artifacts of analysis; rather, they are reflective of a challenges associated with marginal correlation-based variable screening. second, a paper explicitly derives a screening condition considering two families of linear models, namely, sub-gaussian linear models and arbitrary (random or deterministic) linear models. inside a process, it establishes that---under appropriate conditions---it was possible to reduce a dimension of an ultrahigh-dimensional, arbitrary linear model to almost a sample size even when a number of active variables scales almost linearly with a sample size.",0,1,0,1
11256,"the networked control system (ncs) consisting of cascaded two-port communication channels between a plant and controller was modeled and analyzed. towards this end, a robust stability of the standard closed-loop system inside a presence of conelike perturbations on a system graphs was investigated. a underlying geometric insights are then exploited to analyze a two-port ncs. it was shown that a robust stability of a two-port ncs should be guaranteed when a nonlinear uncertainties inside a transmission matrices are sufficiently small inside norm. a stability condition, given inside a form of ""arcsin"" of a uncertainty bounds, was both necessary and sufficient.",1,0,0,0
16422,"let $p\geq 5$ be the prime number, $g$ the split connected reductive group defined over the $p$-adic field, and $i_1$ the choice of pro-$p$-iwahori subgroup. let $c$ be an algebraically closed field of characteristic $p$ and $\mathcal{h}$ a pro-$p$-iwahori--hecke algebra over $c$ associated to $i_1$. inside this note, we compute a action of $\mathcal{h}$ on $\textrm{h}^1(i_1,c)$ and $\textrm{h}^{\textrm{top}}(i_1,c)$ when a root system of $g$ was irreducible. we also give some partial results inside a general case.",0,1,0,0
18939,"high dimensional piecewise stationary graphical models represent the versatile class considering modelling time varying networks arising inside diverse application areas, including biology, economics, and social sciences. there has been recent work inside offline detection and approximation of regime changes inside a topology of sparse graphical models. however, a online setting remains largely unexplored, despite its high relevance to applications inside sensor networks and other engineering monitoring systems, as well as financial markets. to that end, this work introduces the novel scalable online algorithm considering detecting an unknown number of abrupt changes inside a inverse covariance matrix of sparse gaussian graphical models with small delay. a proposed algorithm was based upon monitoring a conditional log-likelihood of all nodes inside a network and should be extended to the large class of continuous and discrete graphical models. we also investigate asymptotic properties of our procedure under certain mild regularity conditions on a graph size, sparsity level, number of samples, and pre- and post-changes inside a topology of a network. numerical works on both synthetic and real data illustrate a good performance of a proposed methodology both inside terms of computational and statistical efficiency across numerous experimental settings.",0,0,0,1
18108,"we argue that a standard graph laplacian was preferable considering spectral partitioning of signed graphs compared to a signed laplacian. simple examples demonstrate that partitioning based on signs of components of a leading eigenvectors of a signed laplacian may be meaningless, inside contrast to partitioning based on a fiedler vector of a standard graph laplacian considering signed graphs. we observe that negative eigenvalues are beneficial considering spectral partitioning of signed graphs, making a fiedler vector easier to compute.",1,0,0,1
744,"a world health organization (who) reported 1.25 million deaths yearly due to road traffic accidents worldwide and a number has been continuously increasing over a last few years. nearly fifth of these accidents are caused by distracted drivers. existing work of distracted driver detection was concerned with the small set of distractions (mostly, cell phone usage). unreliable ad-hoc methods are often used.in this paper, we present a first publicly available dataset considering driver distraction identification with more distraction postures than existing alternatives. inside addition, we propose the reliable deep learning-based solution that achieves the 90% accuracy. a system consists of the genetically-weighted ensemble of convolutional neural networks, we show that the weighted ensemble of classifiers with the help of the genetic algorithm yields inside the better classification confidence. we also study a effect of different visual elements inside distraction detection by means of face and hand localizations, and skin segmentation. finally, we present the thinned version of our ensemble that could achieve 84.64% classification accuracy and operate inside the real-time environment.",1,0,0,1
9682,"recurrent neural networks (rnn) are widely used to solve the variety of problems and as a quantity of data and a amount of available compute have increased, so have model sizes. a number of parameters inside recent state-of-the-art networks makes them hard to deploy, especially on mobile phones and embedded devices. a challenge was due to both a size of a model and a time it takes to evaluate it. inside order to deploy these rnns efficiently, we propose the technique to reduce a parameters of the network by pruning weights during a initial training of a network. at a end of training, a parameters of a network are sparse while accuracy was still close to a original dense neural network. a network size was reduced by 8x and a time required to train a model remains constant. additionally, we should prune the larger dense network to achieve better than baseline performance while still reducing a total number of parameters significantly. pruning rnns reduces a size of a model and should also aid achieve significant inference time speed-up with the help of sparse matrix multiply. benchmarks show that with the help of our technique model size should be reduced by 90% and speed-up was around 2x to 7x.",1,0,0,0
16109,"very recently proximal policy optimization (ppo) algorithms have been proposed as first-order optimization methods considering effective reinforcement learning. while ppo was inspired by a same learning theory that justifies trust region policy optimization (trpo), ppo substantially simplifies algorithm design and improves data efficiency by performing multiple epochs of \emph{clipped policy optimization} from sampled data. although clipping inside ppo stands considering an important new mechanism considering efficient and reliable policy update, it may fail to adaptively improve learning performance inside accordance with a importance of each sampled state. to address this issue, the new surrogate learning objective featuring an adaptive clipping mechanism was proposed inside this paper, enabling us to develop the new algorithm, known as ppo-$\lambda$. ppo-$\lambda$ optimizes policies repeatedly based on the theoretical target considering adaptive policy improvement. meanwhile, destructively large policy update should be effectively prevented through both clipping and adaptive control of the hyperparameter $\lambda$ inside ppo-$\lambda$, ensuring high learning reliability. ppo-$\lambda$ enjoys a same simple and efficient design as ppo. empirically on several atari game playing tasks and benchmark control tasks, ppo-$\lambda$ also achieved clearly better performance than ppo.",0,0,0,1
8809,"inside this paper we describe the deep learning system that has been designed and built considering a wassa 2017 emotion intensity shared task. we introduce the representation learning idea behind the method based on inner attention on top of an rnn. results show that our model offers good capabilities and was able to successfully identify emotion-bearing words to predict intensity without leveraging on lexicons, obtaining a 13th place among 22 shared task competitors.",1,0,0,0
8462,"we propose the representation of a indian summer monsoon rainfall inside terms of the probabilistic model based on the markov random field, consisting of discrete state variables representing low and high rainfall at grid-scale and daily rainfall patterns across space and inside time. these discrete states are conditioned on observed daily gridded rainfall data from a period 2000-2007. a model gives us the set of 10 spatial patterns of daily monsoon rainfall over india, which are robust over the range of user-chosen parameters as well as coherent inside space and time. each day inside a monsoon season was assigned precisely one of a spatial patterns, that approximates a spatial distribution of rainfall on that day. such approximations are quite accurate considering nearly 95% of a days. remarkably, these patterns are representative (with similar accuracy) of a monsoon seasons from 1901 to 2000 as well. finally, we compare a proposed model with alternative approaches to extract spatial patterns of rainfall, with the help of empirical orthogonal functions as well as clustering algorithms such as k-means and spectral clustering.",0,0,0,1
1830,"we present a highest spatial resolution alma observations to date of a class i protostar wl 17 inside a $\rho$ ophiuchus l1688 molecular cloud complex, which show that it has the 12 au hole inside a center of its disk. we consider whether wl 17 was actually the class ii disk being extincted by foreground material, but find that such models do not provide the good fit to a broadband sed and also require such high extinction that it would presumably arise from dense material close to a source such as the remnant envelope. self-consistent models of the disk embedded inside the rotating collapsing envelope should nicely reproduce both a alma 3 mm observations and a broadband sed of wl 17. this suggests that wl 17 was the disk inside a early stages of its formation, and yet even at this young age a inner disk has been depleted. although there are multiple pathways considering such the hole to be created inside the disk, if this hole were produced by a formation of planets it could place constraints on a timescale considering a growth of planetesimals inside protoplanetary disks.",0,0,1,0
13764,"complex systems should be modelled at various levels of detail. ideally, causal models of a same system should be consistent with one another inside a sense that they agree inside their predictions of a effects of interventions. we formalise this notion of consistency inside a case of structural equation models (sems) by introducing exact transformations between sems. this provides the general language to consider, considering instance, a different levels of description inside a following three scenarios: (a) models with large numbers of variables versus models inside which a `irrelevant' or unobservable variables have been marginalised out; (b) micro-level models versus macro-level models inside which a macro-variables are aggregate features of a micro-variables; (c) dynamical time series models versus models of their stationary behaviour. our analysis stresses a importance of well specified interventions inside a causal modelling process and sheds light on a interpretation of cyclic sems.",1,0,0,1
7922,"this paper was concerned with the discrete-time mean-field stochastic linear-quadratic optimal control problem arose from financial application. through matrix dynamical optimization method, the group of linear feedback controls was investigated. a problem was then reformulated as an operator stochastic linear-quadratic optimal control problem by the sequence of bounded linear operators over hilbert space, a optimal control with six algebraic riccati difference equations was obtained by backward induction. a two above approaches are proved to be coincided by a classical method of completing a square. finally, after discussing a solution of a problem under multidimensional noises, the financial application example was given.",0,1,0,0
13244,"it was the great pleasure to be invited to join a chorus on this auspicious occasion to celebrate professor k. alex mueller's 90th birthday by professors annette bussman-holder, hugo keller, and antonio bianconi. as the student inside high temperature superconductivity, i am forever grateful to professor alex mueller and dr. georg bednorz ""for their important breakthrough inside a discovery of superconductivity inside a ceramic materials"" inside 1986 as described inside a citation of their 1987 nobel prize inside physics. it was this breakthrough discovery that has ushered inside a explosion of research activities inside high temperature superconductivity (hts) and has provided immense excitement inside hts science and technology inside a ensuing decades till now. alex has not been resting on his laurels and has continued to search considering a origin of a unusual high temperature superconductivity inside cuprates.",0,0,1,0
8392,"we evaluate a performance of four machine learning methods considering modeling and predicting fcc solute diffusion barriers. more than 200 fcc solute diffusion barriers from previous density functional theory (dft) calculations served as our dataset to train four machine learning methods: linear regression (lr), decision tree (dt), gaussian kernel ridge regression (gkrr), and artificial neural network (ann). we separately optimize key physical descriptors favored by each method to model diffusion barriers. we also assess a ability of each method to extrapolate when faced with new hosts with limited known data. gkrr and ann were found to perform a best, showing 0.15 ev cross-validation errors and predicting impurity diffusion inside new hosts to within 0.2 ev when given only 5 data points from a host. we demonstrate a success of the combined dft + data mining idea behind the method towards solving materials science challenges and predict a diffusion barrier of all available impurities across all fcc hosts.",0,0,1,0
646,"we present the new preprocessing algorithm considering embedding a nodes of the given edge-weighted undirected graph into the euclidean space. a euclidean distance between any two nodes inside this space approximates a length of a shortest path between them inside a given graph. later, at runtime, the shortest path between any two nodes should be computed with a* search with the help of a euclidean distances as heuristic. our preprocessing algorithm, called fastmap, was inspired by a data mining algorithm of a same name and runs inside near-linear time. hence, fastmap was orders of magnitude faster than competing approaches that produce the euclidean embedding with the help of semidefinite programming. fastmap also produces admissible and consistent heuristics and therefore guarantees a generation of shortest paths. moreover, fastmap applies to general undirected graphs considering which many traditional heuristics, such as a manhattan distance heuristic, are not well defined. empirically, we demonstrate that a* search with the help of a fastmap heuristic was competitive with a* search with the help of other state-of-the-art heuristics, such as a differential heuristic.",1,0,0,0
8656,"we introduce the multiple testing procedure (treebh) which addresses a challenge of controlling error rates at multiple levels of resolution. conceptually, we frame this problem as a selection of hypotheses which are organized hierarchically inside the tree structure. we describe the fast algorithm considering a proposed sequential procedure, and prove that it controls relevant error rates given certain assumptions on a dependence among a p-values. through simulations, we demonstrate that treebh offers a desired guarantees under the range of dependency structures (including one similar to that encountered inside genome-wide association studies) and that it has a potential of gaining power over alternative methods. we also introduce the modified version of treebh which we prove to control a relevant error rates under any dependency structure. we conclude with two case studies: we first analyze data collected as part of a genotype-tissue expression (gtex) project, which aims to characterize a genetic regulation of gene expression across multiple tissues inside a human body, and secondly, data examining a relationship between a gut microbiome and colorectal cancer.",0,0,0,1
8221,we present measurements of a frequency transfer stability and analysis of a noise characteristics of an optical signal propagating over aerial suspended fiber links up to 153.6 km inside length. a measured frequency transfer stability over these links was on a order of 10^-11 at an integration time of one second dropping to 10^-12 considering integration times longer than 100 s. we show that wind-loading of a cable spans was a dominant source of short-timescale noise on a fiber links. we also report an attempt to stabilize a optical frequency transfer over these aerial links.,0,0,1,0
17817,"pca was the classical statistical technique whose simplicity and maturity has seen it find widespread use as an anomaly detection technique. however, it was limited inside this regard by being sensitive to gross perturbations of a input, and by seeking the linear subspace that captures normal behaviour. a first issue has been dealt with by robust pca, the variant of pca that explicitly allows considering some data points to be arbitrarily corrupted, however, this does not resolve a second issue, and indeed introduces a new issue that one should no longer inductively find anomalies on the test set. this paper addresses both issues inside the single model, a robust autoencoder. this method learns the nonlinear subspace that captures a majority of data points, while allowing considering some data to have arbitrary corruption. a model was simple to train and leverages recent advances inside a optimisation of deep neural networks. experiments on the range of real-world datasets highlight a model's effectiveness.",1,0,0,1
15613,"we study a dependence of galaxy clustering on atomic gas mass with the help of the sample of $\sim$16,000 galaxies with redshift inside a range of $0.0025<z<0.05$ and hi mass of $m_{\rm hi}>10^8m_{\odot}$, drawn from a 70% complete sample of a arecibo legacy fast alfa survey. we construct subsamples of galaxies with $m_{\rm hi}$ above different thresholds, and make volume-limited clustering measurements inside terms of three statistics: a projected two-point correlation function, a projected cross-correlation function with respect to the reference sample selected from a sloan digital sky survey, and a redshift-space monopole moment. inside contrast to previous studies, which found no/weak hi-mass dependence, we find both a clustering amplitude on scales above the few mpc and a bias factors to increase significantly with increasing hi mass considering subsamples with hi mass thresholds above $10^9m_{\odot}$. considering hi mass thresholds below $10^9m_{\odot}$, while a measurements have large uncertainties caused by a limited survey volume and sample size, a inferred galaxy bias factors are systematically lower than a minimum halo bias factor from mass-selected halo samples. a simple halo model, inside which galaxy content was only determined by halo mass, has difficulties inside interpreting a clustering measurements of a hi-selected samples. we extend a simple model by including a halo formation time as an additional parameter. the model that puts hi-rich galaxies into halos that formed late should reproduce a clustering measurements reasonably well. we present a implications of our best-fitting model on a correlation of hi mass with halo mass and formation time, as well as a halo occupation distributions and hi mass functions considering central and satellite galaxies. these results are compared with a predictions from semi-analytic galaxy formation models and hydrodynamic galaxy formation simulations.",0,0,1,0
293,"a paper provides global optimization algorithms considering two particularly difficult nonconvex problems raised by hybrid system identification: switching linear regression and bounded-error estimation. while most works focus on local optimization heuristics without global optimality guarantees or with guarantees valid only under restrictive conditions, a proposed idea behind the method always yields the solution with the certificate of global optimality. this idea behind the method relies on the branch-and-bound strategy considering which we devise lower bounds that should be efficiently computed. inside order to obtain scalable algorithms with respect to a number of data, we directly optimize a model parameters inside the continuous optimization setting without involving integer variables. numerical experiments show that a proposed algorithms offer the higher accuracy than convex relaxations with the reasonable computational burden considering hybrid system identification. inside addition, we discuss how bounded-error approximation was related to robust approximation inside a presence of outliers and exact recovery under sparse noise, considering which we also obtain promising numerical results.",1,0,0,1
8285,we consider an arbitrary algebra of a class of brauer configuration algebras and calculate a dimension of a center by determining the $k$-basis.,0,1,0,0
6280,"deep artificial neural networks require the large corpus of training data inside order to effectively learn, where collection of such training data was often expensive and laborious. data augmentation overcomes this issue by artificially inflating a training set with label preserving transformations. recently there has been extensive use of generic data augmentation to improve convolutional neural network (cnn) task performance. this study benchmarks various popular data augmentation schemes to allow researchers to make informed decisions as to which training methods are most appropriate considering their data sets. various geometric and photometric schemes are evaluated on the coarse-grained data set with the help of the relatively simple cnn. experimental results, run with the help of 4-fold cross-validation and reported inside terms of top-1 and top-5 accuracy, indicate that cropping inside geometric augmentation significantly increases cnn task performance.",1,0,0,1
478,"a discovery of $\gamma$-ray emission from radio-loud narrow-line seyfert 1 (nlsy1) galaxies has questioned a need considering large black hole masses (> 10$^8$ m$_{\odot}$) to launch relativistic jets. we present near-infrared data of a $\gamma$-ray-emitting nlsy1 fbqs j1644+2619 that were collected with the help of a camera circe (canarias infrared camera experiment) at a 10.4-m gran telescopio canarias to investigate a structural properties of its host galaxy and to infer a black hole mass. a 2d surface brightness profile was modelled by a combination of the nuclear and the bulge component with the s?rsic profile with index $n$ = 3.7, indicative of an elliptical galaxy. a structural parameters of a host are consistent with a correlations of effective radius and surface brightness against absolute magnitude measured considering elliptical galaxies. from a bulge luminosity, we estimated the black hole mass of (2.1$\pm$0.2) $\times$10$^8$ m$_{\odot}$, consistent with a values characterizing radio-loud active galactic nuclei.",0,0,1,0
11536,"ultrafast laser excitation of the metal causes correlated, highly nonequilibrium dynamics of electronic and ionic degrees of freedom, which are however only poorly captured by a widely-used two-temperature model. here we develop an out-of-equilibrium theory that captures a full dynamic evolution of a electronic and phononic populations and provides the microscopic description of a transfer of energy delivered optically into electrons to a lattice. all essential nonequilibrium energy processes, such as electron-phonon and phonon-phonon interactions are taken into account. moreover, as all required quantities are obtained from first-principles calculations, a model gives an exact description of a relaxation dynamics without a need considering fitted parameters. we apply a model to fept and show that a detailed relaxation was out-of-equilibrium considering picoseconds.",0,0,1,0
12042,"a social phenomenon of familiar strangers is identified by stanley milgram inside 1972 with the small-scale experiment. however, there has been limited research focusing on uncovering a phenomenon at the societal scale and simultaneously investigating a social relationships between familiar strangers. with a aid of a large-scale mobile phone records, we empirically show a existence of a relationship inside a country of andorra. built upon a temporal and spatial distributions, we investigate a mechanisms, especially collective temporal regularity and spatial structure that trigger this phenomenon. moreover, we explore a relationship between social distances on a communication network and a number of encounters and show that larger number of encounters indicates shorter social distances inside the social network. a understanding of a physical encounter network could have important implications to understand a phenomena such as epidemics spreading and information diffusion.",1,0,0,0
7774,"imaging atmospheric cherenkov telescopes (iacts) represent the class of instruments which are dedicated to a ground-based observation of cosmic vhe gamma ray emission based on a detection of a cherenkov radiation produced inside a interaction of gamma rays with a earth atmosphere. one of a key elements of such instruments was the pixelized focal-plane camera consisting of photodetectors. to date, photomultiplier tubes (pmts) have been a common choice given their high photon detection efficiency (pde) and fast time response. recently, silicon photomultipliers (sipms) are emerging as an alternative. this rapidly evolving technology has strong potential to become superior to that based on pmts inside terms of pde, which would further improve a sensitivity of iacts, and see the price reduction per square millimeter of detector area. we are working to develop the sipm-based module considering a focal-plane cameras of a magic telescopes to probe this technology considering iacts with large focal plane cameras of an area of few square meters. we will describe a solutions we are exploring inside order to balance the competitive performance with the minimal impact on a overall magic camera design with the help of ray tracing simulations. we further present the comparative study of a overall light throughput based on monte carlo simulations and considering a properties of a major hardware elements of an iact.",0,0,1,0
10983,"we consider inside this paper a regularity problem considering time-optimal trajectories of the single-input control-affine system on the n-dimensional manifold. we prove that, under generic conditions on a drift and a controlled vector field, any control u associated with an optimal trajectory was smooth out of the countable set of times. more precisely, there exists an integer k, only depending on a dimension n, such that a non-smoothness set of u was made of isolated points, accumulations of isolated points, and so on up to k-th order iterated accumulations.",0,1,0,0
6105,"inside this paper, we introduce new classes of divergences by extending a definitions of a bregman divergence and a skew jensen divergence. these new divergence classes (g-bregman divergence and skew g-jensen divergence) satisfy some properties similar to a bregman or skew jensen divergence. we show these g-divergences include divergences which belong to the class of f-divergence (the hellinger distance, a chi-square divergence and a alpha-divergence inside addition to a kullback-leibler divergence). moreover, we derive an inequality between a g-bregman divergence and a skew g-jensen divergence and show this inequality was the generalization of lin's inequality.",0,0,0,1
7075,"density functional theory and nonequilibrium green's function calculations have been used to explore spin-resolved transport through a high-spin state of an iron(ii)sulfur single molecular magnet. our results show that this molecule exhibits near-perfect spin filtering, where a spin-filtering efficiency was above 99%, as well as significant negative differential resistance centered at the low bias voltage. a rise inside a spin-up conductivity up to a bias voltage of 0.4 v was dominated by the conductive lowest unoccupied molecular orbital, and this was accompanied by the slight increase inside a magnetic moment of a fe atom. a subsequent drop inside a spin-up conductivity was because a conductive channel moves to a highest occupied molecular orbital which has the lower conductance contribution. this was accompanied by the drop inside a magnetic moment of a fe atom. these two exceptional properties, and a fact that a onset of negative differential resistance occurs at low bias voltage, suggests a potential of a molecule inside nanoelectronic and nanospintronic applications.",0,0,1,0
4081,"controlling quasiparticle dynamics should improve a performance of superconducting devices. considering example, it has been demonstrated effective inside increasing lifetime and stability of superconducting qubits. here we study how to optimize a placement of normal-metal traps inside transmon-type qubits. when a trap size increases beyond the certain characteristic length, a details of a geometry and trap position, and even a number of traps, become important. we discuss considering some experimentally relevant examples how to shorten a decay time of a excess quasiparticle density. moreover, we show that the trap inside a vicinity of the josephson junction should reduce a steady-state quasiparticle density near that junction, thus suppressing a quasiparticle-induced relaxation rate of a qubit. such the trap also reduces a impact of fluctuations inside a generation rate of quasiparticles, rendering a qubit more stable.",0,0,1,0
19336,"recent transport experiments inside a cuprate superconductors linked a opening of a pseudogap to the change inside electronic dispersion [s. badoux et al., nature 531, 210 (2015)]. transport measurements showed that a carrier density sharply changes from $x$ to $1+x$ at a pseudogap critical doping, inside accordance with a change from fermi arcs at low doping to the large hole fermi surface at high doping. a su(2) theory of cuprates shows that antiferromagnetic short range interactions cause a arising of both charge and superconducting orders, which are related by an su(2) symmetry. a fluctuations associated with this symmetry form the pseudogap phase. here we derive a renormalised electronic propagator under a su(2) dome, and calculate a spectral functions and transport quantities of a renormalised bands. we show that their evolution with doping matches both spectral and transport measurements.",0,0,1,0
2822,"the classical and useful way to study controllability problems was a moment method developed by fattorini-russell, based on a construction of suitable biorthogonal families. several recent problems exhibit a same behaviour: a eigenvalues of a problem satisfy the uniform but rather 'bad' gap condition, and the rather 'good' but only asymptotic one. a goal of this work was to obtain general and precise upper and lower bounds considering biorthogonal families under these two gap conditions, and so to measure a influence of a 'bad' gap condition and a good influence of a 'good' asymptotic one. to achieve our goals, we extend some of a general results of fattorini-russell concerning biorthogonal families, with the help of complex analysis techniques developed by seidman, g?ichal, tenenbaum-tucsnak, and lissy.",0,1,0,0
16307,"internet protocol (ip) addresses are frequently used as the method of locating web users by researchers inside several different fields. however, there are competing reports concerning a accuracy of those locations, and little research has been done inside manually comparing a ip geolocation databases and web page geographic information. this paper categorized web page from a yahoo search engine into twelve categories, ranging from 'blog' and 'news' to 'education' and 'governmental'. then we manually compared a mailing or street address of a web page's content creator with a geolocation results by a given ip address. we introduced the cartographic design method by creating kernel density maps considering visualizing a information landscape of web pages associated with specific keywords.",1,0,0,0
4335,"we find evidence that a newly discovered fe-based superconductor kca$_2$fe$_4$as$_4$f$_2$ ($t_c~=~33.36(7)$~k) displays multigap superconductivity with line nodes. transverse field muon spin rotation ($\mu$sr) measurements show that a temperature dependence of a superfluid density does not have a expected behavior of the fully-gapped superconductor, due to a lack of saturation at low temperatures. moreover, a data cannot be well fitted with the help of either single band models or the multiband $s$-wave model, yet are well described by two-gap models with line nodes on either one or both of a gaps. meanwhile a zero-field $\mu$sr results indicate the lack of time reversal symmetry breaking inside a superconducting state, but suggest a presence of magnetic fluctuations. these results demonstrate the different route considering realizing nodal superconductivity inside iron-based superconductors. here a gap structure was drastically altered upon replacing one of a spacer layers, indicating a need to understand how a pairing state was tuned by changes of a asymmetry between a pnictogens located either side of a fe planes.",0,0,1,0
2833,"galaxy evolution should be studied observationally by linking progenitor and descendant galaxies through an evolving cumulative number density selection. this procedure should reproduce a expected evolution of a median stellar mass from abundance matching. however, models predict an increasing scatter inside main progenitor masses at higher redshifts, which makes galaxy selection at a median mass unrepresentative. consequently, there was no guarantee that a evolution of other galaxy properties deduced from this selection are reliable. despite this concern, we show that this procedure approximately reproduces a evolution of a average stellar density profile of main progenitors of m = 10^11.5 msun galaxies, when applied to a eagle hydrodynamical simulation. at z > 3.5 a aperture masses disagree by about the factor two, but this discrepancy disappears when we include a expected scatter inside cumulative number densities. a evolution of a average density profile inside eagle broadly agrees with observations from ultravista and candels, suggesting an inside-out growth history considering these massive galaxies over 0 < z < 5. however, considering z < 2 a inside-out growth trend was stronger inside eagle. we conclude that cumulative number density matching gives reasonably accurate results when applied to a evolution of a mean density profile of massive galaxies.",0,0,1,0
4412,"music was usually highly structured and it was still an open question how to design models which should successfully learn to recognize and represent musical structure. the fundamental problem was that structurally related patterns should have very distinct appearances, because a structural relationships are often based on transformations of musical material, like chromatic or diatonic transposition, inversion, retrograde, or rhythm change. inside this preliminary work, we study a potential of two unsupervised learning techniques - restricted boltzmann machines (rbms) and gated autoencoders (gaes) - to capture pre-defined transformations from constructed data pairs. we evaluate a models by with the help of a learned representations as inputs inside the discriminative task where considering the given type of transformation (e.g. diatonic transposition), a specific relation between two musical patterns must be recognized (e.g. an upward transposition of diatonic steps). furthermore, we measure a reconstruction error of models when reconstructing musical transformed patterns. lastly, we test a models inside an analogy-making task. we find that it was difficult to learn musical transformations with a rbm and that a gae was much more adequate considering this task, since it was able to learn representations of specific transformations that are largely content-invariant. we believe these results show that models such as gaes may provide a basis considering more encompassing music analysis systems, by endowing them with the better understanding of a structures underlying music.",1,0,0,0
2441,"monolayer tellurium (te) or tellurene has been suggested by the recent theory as the new two-dimensional (2d) system with great electronic and optoelectronic promises. here we present an experimental study of epitaxial te deposited on highly oriented pyrolytic graphite (hopg) substrate by molecular-beam epitaxy. scanning tunneling microscopy of ultrathin layers of te reveals rectangular surface cells with a cell size consistent with a theoretically predicted beta-tellurene, whereas considering thicker films, a cell size was more consistent with that of a (10-10) surface of bulk te crystal. scanning tunneling spectroscopy measurements show a films are semiconductors with a energy bandgaps decreasing with increasing film thickness, and a gap narrowing occurs predominantly at a valance-band maximum (vbm). a latter was understood by strong coupling of states at a vbm but the weak coupling at conduction band minimum (cbm) as revealed by density functional theory calculations.",0,0,1,0
